,rootname,opt_elem,cenwave,segment,fppos,life_adj,proposid,targname,date-obs,exptime,file_path
391,lbui50qpq,G130M,1291,FUVB,3,2,12715,WD0308-565,2012-09-16,244.032,/grp/hst/cos2/cosmo/12715/lbui50qpq_x1d.fits.gz
392,lbui50r5q,G140L,1105,FUVA,3,2,12715,WD0308-565,2012-09-16,280.0,/grp/hst/cos2/cosmo/12715/lbui50r5q_x1d.fits.gz
393,lbui50qtq,G130M,1327,FUVB,3,2,12715,WD0308-565,2012-09-16,312.0,/grp/hst/cos2/cosmo/12715/lbui50qtq_x1d.fits.gz
394,lbui50r3q,G140L,1280,FUVA,3,2,12715,WD0308-565,2012-09-16,280.0,/grp/hst/cos2/cosmo/12715/lbui50r3q_x1d.fits.gz
395,lbui50qnq,G130M,1222,FUVA,3,2,12715,WD0308-565,2012-09-16,226.016,/grp/hst/cos2/cosmo/12715/lbui50qnq_x1d.fits.gz
396,lbui50qvq,G160M,1577,FUVB,3,2,12715,WD0308-565,2012-09-16,290.016,/grp/hst/cos2/cosmo/12715/lbui50qvq_x1d.fits.gz
397,lbui50r3q,G140L,1280,FUVB,3,2,12715,WD0308-565,2012-09-16,280.0,/grp/hst/cos2/cosmo/12715/lbui50r3q_x1d.fits.gz
398,lbui50qnq,G130M,1222,FUVB,3,2,12715,WD0308-565,2012-09-16,226.016,/grp/hst/cos2/cosmo/12715/lbui50qnq_x1d.fits.gz
399,lbui50r1q,G160M,1623,FUVB,3,2,12715,WD0308-565,2012-09-16,400.032,/grp/hst/cos2/cosmo/12715/lbui50r1q_x1d.fits.gz
400,lbui50qtq,G130M,1327,FUVA,3,2,12715,WD0308-565,2012-09-16,312.0,/grp/hst/cos2/cosmo/12715/lbui50qtq_x1d.fits.gz
401,lbui40nhq,G160M,1577,FUVA,3,2,12715,GD71,2012-09-19,102.016,/grp/hst/cos2/cosmo/12715/lbui40nhq_x1d.fits.gz
402,lbui40nfq,G130M,1096,FUVB,3,2,12715,GD71,2012-09-19,600.192,/grp/hst/cos2/cosmo/12715/lbui40nfq_x1d.fits.gz
403,lbui40nlq,G160M,1623,FUVA,3,2,12715,GD71,2012-09-19,154.016,/grp/hst/cos2/cosmo/12715/lbui40nlq_x1d.fits.gz
404,lbui41i4q,G160M,1577,FUVA,3,2,12715,GD71,2012-10-15,102.016,/grp/hst/cos2/cosmo/12715/lbui41i4q_x1d.fits.gz
405,lbui41i2q,G130M,1096,FUVB,3,2,12715,GD71,2012-10-15,600.192,/grp/hst/cos2/cosmo/12715/lbui41i2q_x1d.fits.gz
406,lbui41i8q,G160M,1623,FUVA,3,2,12715,GD71,2012-10-15,154.016,/grp/hst/cos2/cosmo/12715/lbui41i8q_x1d.fits.gz
407,lbui51ltq,G130M,1327,FUVA,3,2,12715,WD0308-565,2012-10-16,312.032,/grp/hst/cos2/cosmo/12715/lbui51ltq_x1d.fits.gz
408,lbui51lcq,G130M,1291,FUVB,3,2,12715,WD0308-565,2012-10-16,244.0,/grp/hst/cos2/cosmo/12715/lbui51lcq_x1d.fits.gz
409,lbui51mbq,G140L,1280,FUVB,3,2,12715,WD0308-565,2012-10-16,280.032,/grp/hst/cos2/cosmo/12715/lbui51mbq_x1d.fits.gz
410,lbui51ltq,G130M,1327,FUVB,3,2,12715,WD0308-565,2012-10-16,312.032,/grp/hst/cos2/cosmo/12715/lbui51ltq_x1d.fits.gz
411,lbui51lcq,G130M,1291,FUVA,3,2,12715,WD0308-565,2012-10-16,244.0,/grp/hst/cos2/cosmo/12715/lbui51lcq_x1d.fits.gz
412,lbui51mdq,G140L,1105,FUVA,3,2,12715,WD0308-565,2012-10-16,280.0,/grp/hst/cos2/cosmo/12715/lbui51mdq_x1d.fits.gz
413,lbui51mbq,G140L,1280,FUVA,3,2,12715,WD0308-565,2012-10-16,280.032,/grp/hst/cos2/cosmo/12715/lbui51mbq_x1d.fits.gz
414,lbui51lvq,G160M,1577,FUVB,3,2,12715,WD0308-565,2012-10-16,290.016,/grp/hst/cos2/cosmo/12715/lbui51lvq_x1d.fits.gz
415,lbui51m7q,G160M,1623,FUVB,3,2,12715,WD0308-565,2012-10-16,400.0,/grp/hst/cos2/cosmo/12715/lbui51m7q_x1d.fits.gz
416,lbui51l6q,G130M,1222,FUVA,3,2,12715,WD0308-565,2012-10-16,226.016,/grp/hst/cos2/cosmo/12715/lbui51l6q_x1d.fits.gz
417,lbui51l6q,G130M,1222,FUVB,3,2,12715,WD0308-565,2012-10-16,226.016,/grp/hst/cos2/cosmo/12715/lbui51l6q_x1d.fits.gz
418,lc3y01lvq,G160M,1577,FUVA,3,2,13119,GD71,2012-11-11,102.016,/grp/hst/cos2/cosmo/13119/lc3y01lvq_x1d.fits.gz
419,lc3y01lxq,G160M,1623,FUVA,3,2,13119,GD71,2012-11-11,154.048,/grp/hst/cos2/cosmo/13119/lc3y01lxq_x1d.fits.gz
420,lc3y01lpq,G130M,1096,FUVB,3,2,13119,GD71,2012-11-11,600.192,/grp/hst/cos2/cosmo/13119/lc3y01lpq_x1d.fits.gz
421,lc3y30e0q,G140L,1280,FUVB,3,2,13119,WD0308-565,2012-11-19,280.032,/grp/hst/cos2/cosmo/13119/lc3y30e0q_x1d.fits.gz
422,lc3y30dlq,G130M,1291,FUVB,3,2,13119,WD0308-565,2012-11-19,244.032,/grp/hst/cos2/cosmo/13119/lc3y30dlq_x1d.fits.gz
423,lc3y30djq,G130M,1222,FUVA,3,2,13119,WD0308-565,2012-11-19,226.016,/grp/hst/cos2/cosmo/13119/lc3y30djq_x1d.fits.gz
424,lc3y30djq,G130M,1222,FUVB,3,2,13119,WD0308-565,2012-11-19,226.016,/grp/hst/cos2/cosmo/13119/lc3y30djq_x1d.fits.gz
425,lc3y30dwq,G160M,1577,FUVB,3,2,13119,WD0308-565,2012-11-19,290.016,/grp/hst/cos2/cosmo/13119/lc3y30dwq_x1d.fits.gz
426,lc3y30dyq,G160M,1623,FUVB,3,2,13119,WD0308-565,2012-11-19,400.0,/grp/hst/cos2/cosmo/13119/lc3y30dyq_x1d.fits.gz
427,lc3y30dnq,G130M,1327,FUVA,3,2,13119,WD0308-565,2012-11-19,312.0,/grp/hst/cos2/cosmo/13119/lc3y30dnq_x1d.fits.gz
428,lc3y30dnq,G130M,1327,FUVB,3,2,13119,WD0308-565,2012-11-19,312.0,/grp/hst/cos2/cosmo/13119/lc3y30dnq_x1d.fits.gz
429,lc3y30e5q,G140L,1105,FUVA,3,2,13119,WD0308-565,2012-11-19,280.0,/grp/hst/cos2/cosmo/13119/lc3y30e5q_x1d.fits.gz
430,lc3y30e0q,G140L,1280,FUVA,3,2,13119,WD0308-565,2012-11-19,280.032,/grp/hst/cos2/cosmo/13119/lc3y30e0q_x1d.fits.gz
431,lc3y30dlq,G130M,1291,FUVA,3,2,13119,WD0308-565,2012-11-19,244.032,/grp/hst/cos2/cosmo/13119/lc3y30dlq_x1d.fits.gz
432,lc3y02i8q,G160M,1623,FUVA,3,2,13119,GD71,2012-12-09,154.016,/grp/hst/cos2/cosmo/13119/lc3y02i8q_x1d.fits.gz
433,lc3y02i4q,G130M,1096,FUVB,3,2,13119,GD71,2012-12-09,600.192,/grp/hst/cos2/cosmo/13119/lc3y02i4q_x1d.fits.gz
434,lc3y02i6q,G160M,1577,FUVA,3,2,13119,GD71,2012-12-09,102.016,/grp/hst/cos2/cosmo/13119/lc3y02i6q_x1d.fits.gz
435,lc3y31fnq,G130M,1222,FUVB,3,2,13119,WD0308-565,2012-12-14,226.048,/grp/hst/cos2/cosmo/13119/lc3y31fnq_x1d.fits.gz
436,lc3y31ftq,G160M,1577,FUVB,3,2,13119,WD0308-565,2012-12-14,290.016,/grp/hst/cos2/cosmo/13119/lc3y31ftq_x1d.fits.gz
437,lc3y31fzq,G140L,1105,FUVA,3,2,13119,WD0308-565,2012-12-14,280.032,/grp/hst/cos2/cosmo/13119/lc3y31fzq_x1d.fits.gz
438,lc3y31fpq,G130M,1291,FUVA,3,2,13119,WD0308-565,2012-12-14,244.032,/grp/hst/cos2/cosmo/13119/lc3y31fpq_x1d.fits.gz
439,lc3y31frq,G130M,1327,FUVB,3,2,13119,WD0308-565,2012-12-14,312.032,/grp/hst/cos2/cosmo/13119/lc3y31frq_x1d.fits.gz
440,lc3y31fxq,G140L,1280,FUVB,3,2,13119,WD0308-565,2012-12-14,280.032,/grp/hst/cos2/cosmo/13119/lc3y31fxq_x1d.fits.gz
441,lc3y31fpq,G130M,1291,FUVB,3,2,13119,WD0308-565,2012-12-14,244.032,/grp/hst/cos2/cosmo/13119/lc3y31fpq_x1d.fits.gz
442,lc3y31fvq,G160M,1623,FUVB,3,2,13119,WD0308-565,2012-12-14,400.0,/grp/hst/cos2/cosmo/13119/lc3y31fvq_x1d.fits.gz
443,lc3y31fnq,G130M,1222,FUVA,3,2,13119,WD0308-565,2012-12-14,226.048,/grp/hst/cos2/cosmo/13119/lc3y31fnq_x1d.fits.gz
444,lc3y31fxq,G140L,1280,FUVA,3,2,13119,WD0308-565,2012-12-14,280.032,/grp/hst/cos2/cosmo/13119/lc3y31fxq_x1d.fits.gz
445,lc3y31frq,G130M,1327,FUVA,3,2,13119,WD0308-565,2012-12-14,312.032,/grp/hst/cos2/cosmo/13119/lc3y31frq_x1d.fits.gz
446,lc3y03pnq,G160M,1623,FUVA,3,2,13119,GD71,2013-01-13,154.016,/grp/hst/cos2/cosmo/13119/lc3y03pnq_x1d.fits.gz
447,lc3y03pgq,G130M,1096,FUVB,3,2,13119,GD71,2013-01-13,600.16,/grp/hst/cos2/cosmo/13119/lc3y03pgq_x1d.fits.gz
448,lc3y03plq,G160M,1577,FUVA,3,2,13119,GD71,2013-01-13,102.016,/grp/hst/cos2/cosmo/13119/lc3y03plq_x1d.fits.gz
449,lc3y32ehq,G140L,1280,FUVA,3,2,13119,WD0308-565,2013-01-14,280.032,/grp/hst/cos2/cosmo/13119/lc3y32ehq_x1d.fits.gz
450,lc3y32ebq,G130M,1327,FUVA,3,2,13119,WD0308-565,2013-01-14,312.0,/grp/hst/cos2/cosmo/13119/lc3y32ebq_x1d.fits.gz
451,lc3y32e7q,G130M,1222,FUVA,3,2,13119,WD0308-565,2013-01-14,226.016,/grp/hst/cos2/cosmo/13119/lc3y32e7q_x1d.fits.gz
452,lc3y32ebq,G130M,1327,FUVB,3,2,13119,WD0308-565,2013-01-14,312.0,/grp/hst/cos2/cosmo/13119/lc3y32ebq_x1d.fits.gz
453,lc3y32edq,G160M,1577,FUVB,3,2,13119,WD0308-565,2013-01-14,290.016,/grp/hst/cos2/cosmo/13119/lc3y32edq_x1d.fits.gz
454,lc3y32ehq,G140L,1280,FUVB,3,2,13119,WD0308-565,2013-01-14,280.032,/grp/hst/cos2/cosmo/13119/lc3y32ehq_x1d.fits.gz
455,lc3y32efq,G160M,1623,FUVB,3,2,13119,WD0308-565,2013-01-14,400.0,/grp/hst/cos2/cosmo/13119/lc3y32efq_x1d.fits.gz
456,lc3y32e9q,G130M,1291,FUVB,3,2,13119,WD0308-565,2013-01-14,244.032,/grp/hst/cos2/cosmo/13119/lc3y32e9q_x1d.fits.gz
457,lc3y32e9q,G130M,1291,FUVA,3,2,13119,WD0308-565,2013-01-14,244.032,/grp/hst/cos2/cosmo/13119/lc3y32e9q_x1d.fits.gz
458,lc3y32ejq,G140L,1105,FUVA,3,2,13119,WD0308-565,2013-01-14,280.032,/grp/hst/cos2/cosmo/13119/lc3y32ejq_x1d.fits.gz
459,lc3y32e7q,G130M,1222,FUVB,3,2,13119,WD0308-565,2013-01-14,226.016,/grp/hst/cos2/cosmo/13119/lc3y32e7q_x1d.fits.gz
460,lc3y33e9q,G130M,1291,FUVA,3,2,13119,WD0308-565,2013-02-10,244.032,/grp/hst/cos2/cosmo/13119/lc3y33e9q_x1d.fits.gz
461,lc3y33eeq,G160M,1577,FUVB,3,2,13119,WD0308-565,2013-02-10,290.016,/grp/hst/cos2/cosmo/13119/lc3y33eeq_x1d.fits.gz
462,lc3y04f2q,G160M,1623,FUVA,3,2,13119,GD71,2013-02-10,154.016,/grp/hst/cos2/cosmo/13119/lc3y04f2q_x1d.fits.gz
463,lc3y33e9q,G130M,1291,FUVB,3,2,13119,WD0308-565,2013-02-10,244.032,/grp/hst/cos2/cosmo/13119/lc3y33e9q_x1d.fits.gz
464,lc3y33e7q,G130M,1222,FUVA,3,2,13119,WD0308-565,2013-02-10,226.048,/grp/hst/cos2/cosmo/13119/lc3y33e7q_x1d.fits.gz
465,lc3y33ecq,G130M,1327,FUVB,3,2,13119,WD0308-565,2013-02-10,312.032,/grp/hst/cos2/cosmo/13119/lc3y33ecq_x1d.fits.gz
466,lc3y33ekq,G140L,1280,FUVA,3,2,13119,WD0308-565,2013-02-10,280.032,/grp/hst/cos2/cosmo/13119/lc3y33ekq_x1d.fits.gz
467,lc3y33e7q,G130M,1222,FUVB,3,2,13119,WD0308-565,2013-02-10,226.048,/grp/hst/cos2/cosmo/13119/lc3y33e7q_x1d.fits.gz
468,lc3y04eyq,G130M,1096,FUVB,3,2,13119,GD71,2013-02-10,600.192,/grp/hst/cos2/cosmo/13119/lc3y04eyq_x1d.fits.gz
469,lc3y33ecq,G130M,1327,FUVA,3,2,13119,WD0308-565,2013-02-10,312.032,/grp/hst/cos2/cosmo/13119/lc3y33ecq_x1d.fits.gz
470,lc3y04f0q,G160M,1577,FUVA,3,2,13119,GD71,2013-02-10,102.016,/grp/hst/cos2/cosmo/13119/lc3y04f0q_x1d.fits.gz
471,lc3y33enq,G140L,1105,FUVA,3,2,13119,WD0308-565,2013-02-10,280.0,/grp/hst/cos2/cosmo/13119/lc3y33enq_x1d.fits.gz
472,lc3y33eiq,G160M,1623,FUVB,3,2,13119,WD0308-565,2013-02-10,400.0,/grp/hst/cos2/cosmo/13119/lc3y33eiq_x1d.fits.gz
473,lc3y33ekq,G140L,1280,FUVB,3,2,13119,WD0308-565,2013-02-10,280.032,/grp/hst/cos2/cosmo/13119/lc3y33ekq_x1d.fits.gz
474,lc3y05owq,G130M,1096,FUVB,3,2,13119,GD71,2013-03-13,600.192,/grp/hst/cos2/cosmo/13119/lc3y05owq_x1d.fits.gz
475,lc3y05oyq,G160M,1577,FUVA,3,2,13119,GD71,2013-03-13,102.016,/grp/hst/cos2/cosmo/13119/lc3y05oyq_x1d.fits.gz
476,lc3y05p0q,G160M,1623,FUVA,3,2,13119,GD71,2013-03-13,154.016,/grp/hst/cos2/cosmo/13119/lc3y05p0q_x1d.fits.gz
477,lc3y34xzq,G130M,1291,FUVB,3,2,13119,WD0308-565,2013-03-14,244.032,/grp/hst/cos2/cosmo/13119/lc3y34xzq_x1d.fits.gz
478,lc3y34xxq,G130M,1222,FUVA,3,2,13119,WD0308-565,2013-03-14,226.016,/grp/hst/cos2/cosmo/13119/lc3y34xxq_x1d.fits.gz
479,lc3y34y7q,G140L,1280,FUVB,3,2,13119,WD0308-565,2013-03-14,280.0,/grp/hst/cos2/cosmo/13119/lc3y34y7q_x1d.fits.gz
480,lc3y34y5q,G160M,1623,FUVB,3,2,13119,WD0308-565,2013-03-14,400.032,/grp/hst/cos2/cosmo/13119/lc3y34y5q_x1d.fits.gz
481,lc3y34y1q,G130M,1327,FUVA,3,2,13119,WD0308-565,2013-03-14,312.032,/grp/hst/cos2/cosmo/13119/lc3y34y1q_x1d.fits.gz
482,lc3y34y1q,G130M,1327,FUVB,3,2,13119,WD0308-565,2013-03-14,312.032,/grp/hst/cos2/cosmo/13119/lc3y34y1q_x1d.fits.gz
483,lc3y34y7q,G140L,1280,FUVA,3,2,13119,WD0308-565,2013-03-14,280.0,/grp/hst/cos2/cosmo/13119/lc3y34y7q_x1d.fits.gz
484,lc3y34xzq,G130M,1291,FUVA,3,2,13119,WD0308-565,2013-03-14,244.032,/grp/hst/cos2/cosmo/13119/lc3y34xzq_x1d.fits.gz
485,lc3y34xxq,G130M,1222,FUVB,3,2,13119,WD0308-565,2013-03-14,226.016,/grp/hst/cos2/cosmo/13119/lc3y34xxq_x1d.fits.gz
486,lc3y34ynq,G140L,1105,FUVA,3,2,13119,WD0308-565,2013-03-14,280.032,/grp/hst/cos2/cosmo/13119/lc3y34ynq_x1d.fits.gz
487,lc3y34y3q,G160M,1577,FUVB,3,2,13119,WD0308-565,2013-03-14,290.016,/grp/hst/cos2/cosmo/13119/lc3y34y3q_x1d.fits.gz
488,lc3y06ixq,G160M,1577,FUVA,3,2,13119,GD71,2013-04-14,102.016,/grp/hst/cos2/cosmo/13119/lc3y06ixq_x1d.fits.gz
489,lc3y06jdq,G160M,1623,FUVA,3,2,13119,GD71,2013-04-14,154.016,/grp/hst/cos2/cosmo/13119/lc3y06jdq_x1d.fits.gz
490,lc3y06isq,G130M,1096,FUVB,3,2,13119,GD71,2013-04-14,600.192,/grp/hst/cos2/cosmo/13119/lc3y06isq_x1d.fits.gz
491,lc3y35lhq,G140L,1105,FUVA,3,2,13119,WD0308-565,2013-04-17,280.032,/grp/hst/cos2/cosmo/13119/lc3y35lhq_x1d.fits.gz
492,lc3y35ldq,G160M,1623,FUVB,3,2,13119,WD0308-565,2013-04-17,400.032,/grp/hst/cos2/cosmo/13119/lc3y35ldq_x1d.fits.gz
493,lc3y35l7q,G130M,1291,FUVB,3,2,13119,WD0308-565,2013-04-17,244.032,/grp/hst/cos2/cosmo/13119/lc3y35l7q_x1d.fits.gz
494,lc3y35l7q,G130M,1291,FUVA,3,2,13119,WD0308-565,2013-04-17,244.032,/grp/hst/cos2/cosmo/13119/lc3y35l7q_x1d.fits.gz
495,lc3y35l5q,G130M,1222,FUVA,3,2,13119,WD0308-565,2013-04-17,226.016,/grp/hst/cos2/cosmo/13119/lc3y35l5q_x1d.fits.gz
496,lc3y35l9q,G130M,1327,FUVB,3,2,13119,WD0308-565,2013-04-17,312.0,/grp/hst/cos2/cosmo/13119/lc3y35l9q_x1d.fits.gz
497,lc3y35lfq,G140L,1280,FUVB,3,2,13119,WD0308-565,2013-04-17,280.032,/grp/hst/cos2/cosmo/13119/lc3y35lfq_x1d.fits.gz
498,lc3y35lbq,G160M,1577,FUVB,3,2,13119,WD0308-565,2013-04-17,290.016,/grp/hst/cos2/cosmo/13119/lc3y35lbq_x1d.fits.gz
499,lc3y35lfq,G140L,1280,FUVA,3,2,13119,WD0308-565,2013-04-17,280.032,/grp/hst/cos2/cosmo/13119/lc3y35lfq_x1d.fits.gz
500,lc3y35l9q,G130M,1327,FUVA,3,2,13119,WD0308-565,2013-04-17,312.0,/grp/hst/cos2/cosmo/13119/lc3y35l9q_x1d.fits.gz
501,lc3y35l5q,G130M,1222,FUVB,3,2,13119,WD0308-565,2013-04-17,226.016,/grp/hst/cos2/cosmo/13119/lc3y35l5q_x1d.fits.gz
502,lc3y36qvq,G130M,1327,FUVB,3,2,13119,WD0308-565,2013-05-16,312.032,/grp/hst/cos2/cosmo/13119/lc3y36qvq_x1d.fits.gz
503,lc3y36qsq,G130M,1291,FUVB,3,2,13119,WD0308-565,2013-05-16,244.032,/grp/hst/cos2/cosmo/13119/lc3y36qsq_x1d.fits.gz
504,lc3y36qvq,G130M,1327,FUVA,3,2,13119,WD0308-565,2013-05-16,312.032,/grp/hst/cos2/cosmo/13119/lc3y36qvq_x1d.fits.gz
505,lc3y36qsq,G130M,1291,FUVA,3,2,13119,WD0308-565,2013-05-16,244.032,/grp/hst/cos2/cosmo/13119/lc3y36qsq_x1d.fits.gz
506,lc3y36r4q,G140L,1105,FUVA,3,2,13119,WD0308-565,2013-05-16,280.032,/grp/hst/cos2/cosmo/13119/lc3y36r4q_x1d.fits.gz
507,lc3y36r2q,G140L,1280,FUVB,3,2,13119,WD0308-565,2013-05-16,280.0,/grp/hst/cos2/cosmo/13119/lc3y36r2q_x1d.fits.gz
508,lc3y36qqq,G130M,1222,FUVA,3,2,13119,WD0308-565,2013-05-16,226.016,/grp/hst/cos2/cosmo/13119/lc3y36qqq_x1d.fits.gz
509,lc3y36r0q,G160M,1623,FUVB,3,2,13119,WD0308-565,2013-05-16,400.032,/grp/hst/cos2/cosmo/13119/lc3y36r0q_x1d.fits.gz
510,lc3y36qxq,G160M,1577,FUVB,3,2,13119,WD0308-565,2013-05-16,290.016,/grp/hst/cos2/cosmo/13119/lc3y36qxq_x1d.fits.gz
511,lc3y36r2q,G140L,1280,FUVA,3,2,13119,WD0308-565,2013-05-16,280.0,/grp/hst/cos2/cosmo/13119/lc3y36r2q_x1d.fits.gz
512,lc3y36qqq,G130M,1222,FUVB,3,2,13119,WD0308-565,2013-05-16,226.016,/grp/hst/cos2/cosmo/13119/lc3y36qqq_x1d.fits.gz
513,lc3y37ltq,G130M,1327,FUVA,3,2,13119,WD0308-565,2013-06-09,312.032,/grp/hst/cos2/cosmo/13119/lc3y37ltq_x1d.fits.gz
514,lc3y37loq,G130M,1222,FUVA,3,2,13119,WD0308-565,2013-06-09,226.048,/grp/hst/cos2/cosmo/13119/lc3y37loq_x1d.fits.gz
515,lc3y37lqq,G130M,1291,FUVA,3,2,13119,WD0308-565,2013-06-09,244.032,/grp/hst/cos2/cosmo/13119/lc3y37lqq_x1d.fits.gz
516,lc3y37lqq,G130M,1291,FUVB,3,2,13119,WD0308-565,2013-06-09,244.032,/grp/hst/cos2/cosmo/13119/lc3y37lqq_x1d.fits.gz
517,lc3y37loq,G130M,1222,FUVB,3,2,13119,WD0308-565,2013-06-09,226.048,/grp/hst/cos2/cosmo/13119/lc3y37loq_x1d.fits.gz
518,lc3y37lxq,G160M,1623,FUVB,3,2,13119,WD0308-565,2013-06-09,400.032,/grp/hst/cos2/cosmo/13119/lc3y37lxq_x1d.fits.gz
519,lc3y37lzq,G140L,1280,FUVB,3,2,13119,WD0308-565,2013-06-09,280.032,/grp/hst/cos2/cosmo/13119/lc3y37lzq_x1d.fits.gz
520,lc3y37lzq,G140L,1280,FUVA,3,2,13119,WD0308-565,2013-06-09,280.032,/grp/hst/cos2/cosmo/13119/lc3y37lzq_x1d.fits.gz
521,lc3y37lvq,G160M,1577,FUVB,3,2,13119,WD0308-565,2013-06-09,290.016,/grp/hst/cos2/cosmo/13119/lc3y37lvq_x1d.fits.gz
522,lc3y37ltq,G130M,1327,FUVB,3,2,13119,WD0308-565,2013-06-09,312.032,/grp/hst/cos2/cosmo/13119/lc3y37ltq_x1d.fits.gz
523,lc3y37m1q,G140L,1105,FUVA,3,2,13119,WD0308-565,2013-06-09,280.0,/grp/hst/cos2/cosmo/13119/lc3y37m1q_x1d.fits.gz
524,lc3y38qvq,G130M,1291,FUVA,3,2,13119,WD0308-565,2013-07-17,244.032,/grp/hst/cos2/cosmo/13119/lc3y38qvq_x1d.fits.gz
525,lc3y38qvq,G130M,1291,FUVB,3,2,13119,WD0308-565,2013-07-17,244.032,/grp/hst/cos2/cosmo/13119/lc3y38qvq_x1d.fits.gz
526,lc3y38r1q,G160M,1577,FUVB,3,2,13119,WD0308-565,2013-07-17,290.016,/grp/hst/cos2/cosmo/13119/lc3y38r1q_x1d.fits.gz
527,lc3y38qtq,G130M,1222,FUVA,3,2,13119,WD0308-565,2013-07-17,226.016,/grp/hst/cos2/cosmo/13119/lc3y38qtq_x1d.fits.gz
528,lc3y38qxq,G130M,1327,FUVA,3,2,13119,WD0308-565,2013-07-17,312.0,/grp/hst/cos2/cosmo/13119/lc3y38qxq_x1d.fits.gz
529,lc3y38qxq,G130M,1327,FUVB,3,2,13119,WD0308-565,2013-07-17,312.0,/grp/hst/cos2/cosmo/13119/lc3y38qxq_x1d.fits.gz
530,lc3y38qtq,G130M,1222,FUVB,3,2,13119,WD0308-565,2013-07-17,226.016,/grp/hst/cos2/cosmo/13119/lc3y38qtq_x1d.fits.gz
531,lc3y38r3q,G160M,1623,FUVB,3,2,13119,WD0308-565,2013-07-17,400.032,/grp/hst/cos2/cosmo/13119/lc3y38r3q_x1d.fits.gz
532,lc3y38req,G140L,1280,FUVA,3,2,13119,WD0308-565,2013-07-18,280.032,/grp/hst/cos2/cosmo/13119/lc3y38req_x1d.fits.gz
533,lc3y38rhq,G140L,1105,FUVA,3,2,13119,WD0308-565,2013-07-18,280.0,/grp/hst/cos2/cosmo/13119/lc3y38rhq_x1d.fits.gz
534,lc3y38req,G140L,1280,FUVB,3,2,13119,WD0308-565,2013-07-18,280.032,/grp/hst/cos2/cosmo/13119/lc3y38req_x1d.fits.gz
535,lc3y07q5q,G130M,1096,FUVB,3,2,13119,GD71,2013-08-11,600.224,/grp/hst/cos2/cosmo/13119/lc3y07q5q_x1d.fits.gz
536,lc3y07qbq,G160M,1623,FUVA,3,2,13119,GD71,2013-08-11,154.048,/grp/hst/cos2/cosmo/13119/lc3y07qbq_x1d.fits.gz
537,lc3y07q9q,G160M,1577,FUVA,3,2,13119,GD71,2013-08-11,102.016,/grp/hst/cos2/cosmo/13119/lc3y07q9q_x1d.fits.gz
538,lc3y39d8q,G130M,1222,FUVB,3,2,13119,WD0308-565,2013-08-17,226.016,/grp/hst/cos2/cosmo/13119/lc3y39d8q_x1d.fits.gz
539,lc3y39d8q,G130M,1222,FUVA,3,2,13119,WD0308-565,2013-08-17,226.016,/grp/hst/cos2/cosmo/13119/lc3y39d8q_x1d.fits.gz
540,lc3y39diq,G140L,1280,FUVB,3,2,13119,WD0308-565,2013-08-17,280.0,/grp/hst/cos2/cosmo/13119/lc3y39diq_x1d.fits.gz
541,lc3y39dgq,G160M,1623,FUVB,3,2,13119,WD0308-565,2013-08-17,400.032,/grp/hst/cos2/cosmo/13119/lc3y39dgq_x1d.fits.gz
542,lc3y39dcq,G130M,1327,FUVB,3,2,13119,WD0308-565,2013-08-17,312.0,/grp/hst/cos2/cosmo/13119/lc3y39dcq_x1d.fits.gz
543,lc3y39dcq,G130M,1327,FUVA,3,2,13119,WD0308-565,2013-08-17,312.0,/grp/hst/cos2/cosmo/13119/lc3y39dcq_x1d.fits.gz
544,lc3y39deq,G160M,1577,FUVB,3,2,13119,WD0308-565,2013-08-17,290.048,/grp/hst/cos2/cosmo/13119/lc3y39deq_x1d.fits.gz
545,lc3y39daq,G130M,1291,FUVB,3,2,13119,WD0308-565,2013-08-17,244.032,/grp/hst/cos2/cosmo/13119/lc3y39daq_x1d.fits.gz
546,lc3y39daq,G130M,1291,FUVA,3,2,13119,WD0308-565,2013-08-17,244.032,/grp/hst/cos2/cosmo/13119/lc3y39daq_x1d.fits.gz
547,lc3y39diq,G140L,1280,FUVA,3,2,13119,WD0308-565,2013-08-17,280.0,/grp/hst/cos2/cosmo/13119/lc3y39diq_x1d.fits.gz
548,lc3y39dkq,G140L,1105,FUVA,3,2,13119,WD0308-565,2013-08-17,280.032,/grp/hst/cos2/cosmo/13119/lc3y39dkq_x1d.fits.gz
549,lc3y08lzq,G130M,1096,FUVB,3,2,13119,GD71,2013-09-15,600.192,/grp/hst/cos2/cosmo/13119/lc3y08lzq_x1d.fits.gz
550,lc3y08m3q,G160M,1577,FUVA,3,2,13119,GD71,2013-09-15,102.016,/grp/hst/cos2/cosmo/13119/lc3y08m3q_x1d.fits.gz
551,lc3y08m5q,G160M,1623,FUVA,3,2,13119,GD71,2013-09-15,154.016,/grp/hst/cos2/cosmo/13119/lc3y08m5q_x1d.fits.gz
552,lc3y40vwq,G130M,1291,FUVA,3,2,13119,WD0308-565,2013-09-18,244.0,/grp/hst/cos2/cosmo/13119/lc3y40vwq_x1d.fits.gz
553,lc3y40w2q,G160M,1623,FUVB,3,2,13119,WD0308-565,2013-09-18,400.032,/grp/hst/cos2/cosmo/13119/lc3y40w2q_x1d.fits.gz
554,lc3y40w6q,G140L,1105,FUVA,3,2,13119,WD0308-565,2013-09-18,280.0,/grp/hst/cos2/cosmo/13119/lc3y40w6q_x1d.fits.gz
