,rootname,opt_elem,cenwave,segment,fppos,life_adj,proposid,targname,date-obs,exptime,file_path
0,lbb916lhq,G160M,1623,FUVB,3,1,11897,WD1057+719,2009-09-08,460.032,/grp/hst/cos2/cosmo/11897/lbb916lhq_x1d.fits.gz
1,lbb916lhq,G160M,1623,FUVA,3,1,11897,WD1057+719,2009-09-08,460.032,/grp/hst/cos2/cosmo/11897/lbb916lhq_x1d.fits.gz
2,lbb916ldq,G160M,1577,FUVA,3,1,11897,WD1057+719,2009-09-08,330.016,/grp/hst/cos2/cosmo/11897/lbb916ldq_x1d.fits.gz
3,lbb916ldq,G160M,1577,FUVB,3,1,11897,WD1057+719,2009-09-08,330.016,/grp/hst/cos2/cosmo/11897/lbb916ldq_x1d.fits.gz
4,lbb901jwq,G140L,1105,FUVA,3,1,11897,WD0947+857,2009-09-15,200.0,/grp/hst/cos2/cosmo/11897/lbb901jwq_x1d.fits.gz
5,lbb901jyq,G140L,1280,FUVA,3,1,11897,WD0947+857,2009-09-15,160.032,/grp/hst/cos2/cosmo/11897/lbb901jyq_x1d.fits.gz
6,lbb901jyq,G140L,1280,FUVB,3,1,11897,WD0947+857,2009-09-15,160.032,/grp/hst/cos2/cosmo/11897/lbb901jyq_x1d.fits.gz
7,lbb901k6q,G130M,1327,FUVA,3,1,11897,WD0947+857,2009-09-15,420.0,/grp/hst/cos2/cosmo/11897/lbb901k6q_x1d.fits.gz
8,lbb901k2q,G130M,1291,FUVA,3,1,11897,WD0947+857,2009-09-15,310.016,/grp/hst/cos2/cosmo/11897/lbb901k2q_x1d.fits.gz
9,lbb901k6q,G130M,1327,FUVB,3,1,11897,WD0947+857,2009-09-15,420.0,/grp/hst/cos2/cosmo/11897/lbb901k6q_x1d.fits.gz
10,lbb901k2q,G130M,1291,FUVB,3,1,11897,WD0947+857,2009-09-15,310.016,/grp/hst/cos2/cosmo/11897/lbb901k2q_x1d.fits.gz
11,lbb903mdq,G140L,1280,FUVB,3,1,11897,WD0947+857,2009-09-29,160.032,/grp/hst/cos2/cosmo/11897/lbb903mdq_x1d.fits.gz
12,lbb903mdq,G140L,1280,FUVA,3,1,11897,WD0947+857,2009-09-29,160.032,/grp/hst/cos2/cosmo/11897/lbb903mdq_x1d.fits.gz
13,lbb903lmq,G140L,1105,FUVA,3,1,11897,WD0947+857,2009-09-29,200.032,/grp/hst/cos2/cosmo/11897/lbb903lmq_x1d.fits.gz
14,lbb904d3q,G140L,1105,FUVA,3,1,11897,WD0947+857,2009-11-02,200.032,/grp/hst/cos2/cosmo/11897/lbb904d3q_x1d.fits.gz
15,lbb904d5q,G140L,1280,FUVA,3,1,11897,WD0947+857,2009-11-02,160.0,/grp/hst/cos2/cosmo/11897/lbb904d5q_x1d.fits.gz
16,lbb904d5q,G140L,1280,FUVB,3,1,11897,WD0947+857,2009-11-02,160.0,/grp/hst/cos2/cosmo/11897/lbb904d5q_x1d.fits.gz
17,lbb917kdq,G160M,1623,FUVB,3,1,11897,WD1057+719,2009-11-13,460.0,/grp/hst/cos2/cosmo/11897/lbb917kdq_x1d.fits.gz
18,lbb917kdq,G160M,1623,FUVA,3,1,11897,WD1057+719,2009-11-13,460.0,/grp/hst/cos2/cosmo/11897/lbb917kdq_x1d.fits.gz
19,lbb917k9q,G160M,1577,FUVB,3,1,11897,WD1057+719,2009-11-13,330.048,/grp/hst/cos2/cosmo/11897/lbb917k9q_x1d.fits.gz
20,lbb917k9q,G160M,1577,FUVA,3,1,11897,WD1057+719,2009-11-13,330.048,/grp/hst/cos2/cosmo/11897/lbb917k9q_x1d.fits.gz
21,lbb905jjq,G140L,1105,FUVA,3,1,11897,WD0947+857,2009-12-01,200.032,/grp/hst/cos2/cosmo/11897/lbb905jjq_x1d.fits.gz
22,lbb905jvq,G130M,1327,FUVB,3,1,11897,WD0947+857,2009-12-01,420.032,/grp/hst/cos2/cosmo/11897/lbb905jvq_x1d.fits.gz
23,lbb905jvq,G130M,1327,FUVA,3,1,11897,WD0947+857,2009-12-01,420.032,/grp/hst/cos2/cosmo/11897/lbb905jvq_x1d.fits.gz
24,lbb905jtq,G130M,1291,FUVA,3,1,11897,WD0947+857,2009-12-01,310.016,/grp/hst/cos2/cosmo/11897/lbb905jtq_x1d.fits.gz
25,lbb905jtq,G130M,1291,FUVB,3,1,11897,WD0947+857,2009-12-01,310.016,/grp/hst/cos2/cosmo/11897/lbb905jtq_x1d.fits.gz
26,lbb905jlq,G140L,1280,FUVA,3,1,11897,WD0947+857,2009-12-01,160.0,/grp/hst/cos2/cosmo/11897/lbb905jlq_x1d.fits.gz
27,lbb905jlq,G140L,1280,FUVB,3,1,11897,WD0947+857,2009-12-01,160.0,/grp/hst/cos2/cosmo/11897/lbb905jlq_x1d.fits.gz
28,lbb906axq,G140L,1105,FUVA,3,1,11897,WD0947+857,2010-01-04,200.032,/grp/hst/cos2/cosmo/11897/lbb906axq_x1d.fits.gz
29,lbb906brq,G140L,1280,FUVA,3,1,11897,WD0947+857,2010-01-04,160.032,/grp/hst/cos2/cosmo/11897/lbb906brq_x1d.fits.gz
30,lbb906brq,G140L,1280,FUVB,3,1,11897,WD0947+857,2010-01-04,160.032,/grp/hst/cos2/cosmo/11897/lbb906brq_x1d.fits.gz
31,lbb918seq,G160M,1577,FUVA,3,1,11897,WD1057+719,2010-01-28,330.016,/grp/hst/cos2/cosmo/11897/lbb918seq_x1d.fits.gz
32,lbb918siq,G160M,1623,FUVA,3,1,11897,WD1057+719,2010-01-28,460.032,/grp/hst/cos2/cosmo/11897/lbb918siq_x1d.fits.gz
33,lbb918siq,G160M,1623,FUVB,3,1,11897,WD1057+719,2010-01-28,460.032,/grp/hst/cos2/cosmo/11897/lbb918siq_x1d.fits.gz
34,lbb918seq,G160M,1577,FUVB,3,1,11897,WD1057+719,2010-01-28,330.016,/grp/hst/cos2/cosmo/11897/lbb918seq_x1d.fits.gz
35,lbb907bqq,G140L,1105,FUVA,3,1,11897,WD0947+857,2010-02-01,200.032,/grp/hst/cos2/cosmo/11897/lbb907bqq_x1d.fits.gz
36,lbb907c2q,G140L,1280,FUVA,3,1,11897,WD0947+857,2010-02-01,160.0,/grp/hst/cos2/cosmo/11897/lbb907c2q_x1d.fits.gz
37,lbb907c2q,G140L,1280,FUVB,3,1,11897,WD0947+857,2010-02-01,160.0,/grp/hst/cos2/cosmo/11897/lbb907c2q_x1d.fits.gz
38,lbb908n2q,G140L,1105,FUVA,3,1,11897,WD0947+857,2010-03-03,200.032,/grp/hst/cos2/cosmo/11897/lbb908n2q_x1d.fits.gz
39,lbb908n5q,G140L,1280,FUVB,3,1,11897,WD0947+857,2010-03-03,160.032,/grp/hst/cos2/cosmo/11897/lbb908n5q_x1d.fits.gz
40,lbb908n5q,G140L,1280,FUVA,3,1,11897,WD0947+857,2010-03-03,160.032,/grp/hst/cos2/cosmo/11897/lbb908n5q_x1d.fits.gz
41,lbb908ngq,G130M,1291,FUVB,3,1,11897,WD0947+857,2010-03-03,310.016,/grp/hst/cos2/cosmo/11897/lbb908ngq_x1d.fits.gz
42,lbb908ngq,G130M,1291,FUVA,3,1,11897,WD0947+857,2010-03-03,310.016,/grp/hst/cos2/cosmo/11897/lbb908ngq_x1d.fits.gz
43,lbb908njq,G130M,1327,FUVA,3,1,11897,WD0947+857,2010-03-03,420.032,/grp/hst/cos2/cosmo/11897/lbb908njq_x1d.fits.gz
44,lbb908njq,G130M,1327,FUVB,3,1,11897,WD0947+857,2010-03-03,420.032,/grp/hst/cos2/cosmo/11897/lbb908njq_x1d.fits.gz
45,lbb9x1muq,G160M,1623,FUVB,3,1,11897,WD1057+719,2010-03-31,460.032,/grp/hst/cos2/cosmo/11897/lbb9x1muq_x1d.fits.gz
46,lbb9x1muq,G160M,1623,FUVA,3,1,11897,WD1057+719,2010-03-31,460.032,/grp/hst/cos2/cosmo/11897/lbb9x1muq_x1d.fits.gz
47,lbb9x1mqq,G160M,1577,FUVA,3,1,11897,WD1057+719,2010-03-31,330.016,/grp/hst/cos2/cosmo/11897/lbb9x1mqq_x1d.fits.gz
48,lbb9x1mqq,G160M,1577,FUVB,3,1,11897,WD1057+719,2010-03-31,330.016,/grp/hst/cos2/cosmo/11897/lbb9x1mqq_x1d.fits.gz
49,lbb909psq,G130M,1327,FUVB,3,1,11897,WD0947+857,2010-04-01,420.0,/grp/hst/cos2/cosmo/11897/lbb909psq_x1d.fits.gz
50,lbb909pfq,G140L,1105,FUVA,3,1,11897,WD0947+857,2010-04-01,200.032,/grp/hst/cos2/cosmo/11897/lbb909pfq_x1d.fits.gz
51,lbb909ppq,G130M,1291,FUVB,3,1,11897,WD0947+857,2010-04-01,310.016,/grp/hst/cos2/cosmo/11897/lbb909ppq_x1d.fits.gz
52,lbb909psq,G130M,1327,FUVA,3,1,11897,WD0947+857,2010-04-01,420.0,/grp/hst/cos2/cosmo/11897/lbb909psq_x1d.fits.gz
53,lbb909plq,G140L,1280,FUVB,3,1,11897,WD0947+857,2010-04-01,160.0,/grp/hst/cos2/cosmo/11897/lbb909plq_x1d.fits.gz
54,lbb909plq,G140L,1280,FUVA,3,1,11897,WD0947+857,2010-04-01,160.0,/grp/hst/cos2/cosmo/11897/lbb909plq_x1d.fits.gz
55,lbb909ppq,G130M,1291,FUVA,3,1,11897,WD0947+857,2010-04-01,310.016,/grp/hst/cos2/cosmo/11897/lbb909ppq_x1d.fits.gz
56,lbb9x2drq,G160M,1623,FUVA,3,1,11897,WD1057+719,2010-04-19,460.032,/grp/hst/cos2/cosmo/11897/lbb9x2drq_x1d.fits.gz
57,lbb9x2dhq,G160M,1577,FUVA,3,1,11897,WD1057+719,2010-04-19,330.016,/grp/hst/cos2/cosmo/11897/lbb9x2dhq_x1d.fits.gz
58,lbb9x2dhq,G160M,1577,FUVB,3,1,11897,WD1057+719,2010-04-19,330.016,/grp/hst/cos2/cosmo/11897/lbb9x2dhq_x1d.fits.gz
59,lbb919dxq,G160M,1577,FUVA,3,1,11897,WD1057+719,2010-04-19,330.016,/grp/hst/cos2/cosmo/11897/lbb919dxq_x1d.fits.gz
60,lbb919dxq,G160M,1577,FUVB,3,1,11897,WD1057+719,2010-04-19,330.016,/grp/hst/cos2/cosmo/11897/lbb919dxq_x1d.fits.gz
61,lbb9x2drq,G160M,1623,FUVB,3,1,11897,WD1057+719,2010-04-19,460.032,/grp/hst/cos2/cosmo/11897/lbb9x2drq_x1d.fits.gz
62,lbb919e1q,G160M,1623,FUVB,3,1,11897,WD1057+719,2010-04-19,460.0,/grp/hst/cos2/cosmo/11897/lbb919e1q_x1d.fits.gz
63,lbb919e1q,G160M,1623,FUVA,3,1,11897,WD1057+719,2010-04-19,460.0,/grp/hst/cos2/cosmo/11897/lbb919e1q_x1d.fits.gz
64,lbb910g9q,G130M,1291,FUVB,3,1,11897,WD0947+857,2010-05-01,310.016,/grp/hst/cos2/cosmo/11897/lbb910g9q_x1d.fits.gz
65,lbb910g9q,G130M,1291,FUVA,3,1,11897,WD0947+857,2010-05-01,310.016,/grp/hst/cos2/cosmo/11897/lbb910g9q_x1d.fits.gz
66,lbb910gbq,G130M,1327,FUVA,3,1,11897,WD0947+857,2010-05-01,420.032,/grp/hst/cos2/cosmo/11897/lbb910gbq_x1d.fits.gz
67,lbb910g2q,G140L,1280,FUVB,3,1,11897,WD0947+857,2010-05-01,160.032,/grp/hst/cos2/cosmo/11897/lbb910g2q_x1d.fits.gz
68,lbb910g2q,G140L,1280,FUVA,3,1,11897,WD0947+857,2010-05-01,160.032,/grp/hst/cos2/cosmo/11897/lbb910g2q_x1d.fits.gz
69,lbb910gbq,G130M,1327,FUVB,3,1,11897,WD0947+857,2010-05-01,420.032,/grp/hst/cos2/cosmo/11897/lbb910gbq_x1d.fits.gz
70,lbb910fzq,G140L,1105,FUVA,3,1,11897,WD0947+857,2010-05-01,200.0,/grp/hst/cos2/cosmo/11897/lbb910fzq_x1d.fits.gz
71,lbb911z9q,G140L,1280,FUVA,3,1,11897,WD0947+857,2010-06-05,160.0,/grp/hst/cos2/cosmo/11897/lbb911z9q_x1d.fits.gz
72,lbb911zfq,G130M,1327,FUVB,3,1,11897,WD0947+857,2010-06-05,420.0,/grp/hst/cos2/cosmo/11897/lbb911zfq_x1d.fits.gz
73,lbb911z9q,G140L,1280,FUVB,3,1,11897,WD0947+857,2010-06-05,160.0,/grp/hst/cos2/cosmo/11897/lbb911z9q_x1d.fits.gz
74,lbb911z6q,G140L,1105,FUVA,3,1,11897,WD0947+857,2010-06-05,200.0,/grp/hst/cos2/cosmo/11897/lbb911z6q_x1d.fits.gz
75,lbb911zfq,G130M,1327,FUVA,3,1,11897,WD0947+857,2010-06-05,420.0,/grp/hst/cos2/cosmo/11897/lbb911zfq_x1d.fits.gz
76,lbb911zdq,G130M,1291,FUVA,3,1,11897,WD0947+857,2010-06-05,310.016,/grp/hst/cos2/cosmo/11897/lbb911zdq_x1d.fits.gz
77,lbb911zdq,G130M,1291,FUVB,3,1,11897,WD0947+857,2010-06-05,310.016,/grp/hst/cos2/cosmo/11897/lbb911zdq_x1d.fits.gz
78,lbb912o7q,G130M,1291,FUVA,3,1,11897,WD0947+857,2010-07-03,310.016,/grp/hst/cos2/cosmo/11897/lbb912o7q_x1d.fits.gz
79,lbb912o9q,G130M,1327,FUVB,3,1,11897,WD0947+857,2010-07-03,420.032,/grp/hst/cos2/cosmo/11897/lbb912o9q_x1d.fits.gz
80,lbb912o7q,G130M,1291,FUVB,3,1,11897,WD0947+857,2010-07-03,310.016,/grp/hst/cos2/cosmo/11897/lbb912o7q_x1d.fits.gz
81,lbb912o1q,G140L,1105,FUVA,3,1,11897,WD0947+857,2010-07-03,200.032,/grp/hst/cos2/cosmo/11897/lbb912o1q_x1d.fits.gz
82,lbb912o3q,G140L,1280,FUVA,3,1,11897,WD0947+857,2010-07-03,160.0,/grp/hst/cos2/cosmo/11897/lbb912o3q_x1d.fits.gz
83,lbb912o3q,G140L,1280,FUVB,3,1,11897,WD0947+857,2010-07-03,160.0,/grp/hst/cos2/cosmo/11897/lbb912o3q_x1d.fits.gz
84,lbb912o9q,G130M,1327,FUVA,3,1,11897,WD0947+857,2010-07-03,420.032,/grp/hst/cos2/cosmo/11897/lbb912o9q_x1d.fits.gz
85,lbb920c6q,G160M,1623,FUVB,3,1,11897,WD1057+719,2010-07-30,460.032,/grp/hst/cos2/cosmo/11897/lbb920c6q_x1d.fits.gz
86,lbb9x3cmq,G160M,1577,FUVA,3,1,11897,WD1057+719,2010-07-30,330.016,/grp/hst/cos2/cosmo/11897/lbb9x3cmq_x1d.fits.gz
87,lbb9x3cxq,G160M,1623,FUVB,3,1,11897,WD1057+719,2010-07-30,460.032,/grp/hst/cos2/cosmo/11897/lbb9x3cxq_x1d.fits.gz
88,lbb920c1q,G160M,1577,FUVB,3,1,11897,WD1057+719,2010-07-30,330.016,/grp/hst/cos2/cosmo/11897/lbb920c1q_x1d.fits.gz
89,lbb920c1q,G160M,1577,FUVA,3,1,11897,WD1057+719,2010-07-30,330.016,/grp/hst/cos2/cosmo/11897/lbb920c1q_x1d.fits.gz
90,lbb9x3cxq,G160M,1623,FUVA,3,1,11897,WD1057+719,2010-07-30,460.032,/grp/hst/cos2/cosmo/11897/lbb9x3cxq_x1d.fits.gz
91,lbb920c6q,G160M,1623,FUVA,3,1,11897,WD1057+719,2010-07-30,460.032,/grp/hst/cos2/cosmo/11897/lbb920c6q_x1d.fits.gz
92,lbb9x3cmq,G160M,1577,FUVB,3,1,11897,WD1057+719,2010-07-30,330.016,/grp/hst/cos2/cosmo/11897/lbb9x3cmq_x1d.fits.gz
93,lbb913chq,G130M,1291,FUVA,3,1,11897,WD0947+857,2010-08-02,310.016,/grp/hst/cos2/cosmo/11897/lbb913chq_x1d.fits.gz
94,lbb913cjq,G130M,1327,FUVA,3,1,11897,WD0947+857,2010-08-02,420.0,/grp/hst/cos2/cosmo/11897/lbb913cjq_x1d.fits.gz
95,lbb913cjq,G130M,1327,FUVB,3,1,11897,WD0947+857,2010-08-02,420.0,/grp/hst/cos2/cosmo/11897/lbb913cjq_x1d.fits.gz
96,lbb913cdq,G140L,1280,FUVA,3,1,11897,WD0947+857,2010-08-02,160.032,/grp/hst/cos2/cosmo/11897/lbb913cdq_x1d.fits.gz
97,lbb913chq,G130M,1291,FUVB,3,1,11897,WD0947+857,2010-08-02,310.016,/grp/hst/cos2/cosmo/11897/lbb913chq_x1d.fits.gz
98,lbb913c2q,G140L,1105,FUVA,3,1,11897,WD0947+857,2010-08-02,200.0,/grp/hst/cos2/cosmo/11897/lbb913c2q_x1d.fits.gz
99,lbb913cdq,G140L,1280,FUVB,3,1,11897,WD0947+857,2010-08-02,160.032,/grp/hst/cos2/cosmo/11897/lbb913cdq_x1d.fits.gz
100,lbb9x4asq,G160M,1623,FUVA,3,1,11897,WD1057+719,2010-08-23,460.0,/grp/hst/cos2/cosmo/11897/lbb9x4asq_x1d.fits.gz
101,lbb9x4aoq,G160M,1577,FUVA,3,1,11897,WD1057+719,2010-08-23,330.016,/grp/hst/cos2/cosmo/11897/lbb9x4aoq_x1d.fits.gz
102,lbb9x4asq,G160M,1623,FUVB,3,1,11897,WD1057+719,2010-08-23,460.0,/grp/hst/cos2/cosmo/11897/lbb9x4asq_x1d.fits.gz
103,lbb9x4aoq,G160M,1577,FUVB,3,1,11897,WD1057+719,2010-08-23,330.016,/grp/hst/cos2/cosmo/11897/lbb9x4aoq_x1d.fits.gz
104,lbb914f0q,G140L,1105,FUVA,3,1,11897,WD0947+857,2010-08-30,200.032,/grp/hst/cos2/cosmo/11897/lbb914f0q_x1d.fits.gz
105,lbb914f8q,G130M,1327,FUVB,3,1,11897,WD0947+857,2010-08-30,420.032,/grp/hst/cos2/cosmo/11897/lbb914f8q_x1d.fits.gz
106,lbb914f8q,G130M,1327,FUVA,3,1,11897,WD0947+857,2010-08-30,420.032,/grp/hst/cos2/cosmo/11897/lbb914f8q_x1d.fits.gz
107,lbb914f2q,G140L,1280,FUVB,3,1,11897,WD0947+857,2010-08-30,160.0,/grp/hst/cos2/cosmo/11897/lbb914f2q_x1d.fits.gz
108,lbb914f6q,G130M,1291,FUVB,3,1,11897,WD0947+857,2010-08-30,310.016,/grp/hst/cos2/cosmo/11897/lbb914f6q_x1d.fits.gz
109,lbb914f6q,G130M,1291,FUVA,3,1,11897,WD0947+857,2010-08-30,310.016,/grp/hst/cos2/cosmo/11897/lbb914f6q_x1d.fits.gz
110,lbb914f2q,G140L,1280,FUVA,3,1,11897,WD0947+857,2010-08-30,160.0,/grp/hst/cos2/cosmo/11897/lbb914f2q_x1d.fits.gz
111,lbb9x5e3q,G160M,1623,FUVA,3,1,11897,WD1057+719,2010-09-20,460.0,/grp/hst/cos2/cosmo/11897/lbb9x5e3q_x1d.fits.gz
112,lbb9x5dvq,G160M,1577,FUVA,3,1,11897,WD1057+719,2010-09-20,330.016,/grp/hst/cos2/cosmo/11897/lbb9x5dvq_x1d.fits.gz
113,lbb9x5dvq,G160M,1577,FUVB,3,1,11897,WD1057+719,2010-09-20,330.016,/grp/hst/cos2/cosmo/11897/lbb9x5dvq_x1d.fits.gz
114,lbb9x5e3q,G160M,1623,FUVB,3,1,11897,WD1057+719,2010-09-20,460.0,/grp/hst/cos2/cosmo/11897/lbb9x5e3q_x1d.fits.gz
115,lbb915erq,G140L,1105,FUVA,3,1,11897,WD0947+857,2010-09-27,200.0,/grp/hst/cos2/cosmo/11897/lbb915erq_x1d.fits.gz
116,lbb915f2q,G130M,1291,FUVA,3,1,11897,WD0947+857,2010-09-27,310.016,/grp/hst/cos2/cosmo/11897/lbb915f2q_x1d.fits.gz
117,lbb915f2q,G130M,1291,FUVB,3,1,11897,WD0947+857,2010-09-27,310.016,/grp/hst/cos2/cosmo/11897/lbb915f2q_x1d.fits.gz
118,lbb915eyq,G140L,1280,FUVB,3,1,11897,WD0947+857,2010-09-27,160.032,/grp/hst/cos2/cosmo/11897/lbb915eyq_x1d.fits.gz
119,lbb915eyq,G140L,1280,FUVA,3,1,11897,WD0947+857,2010-09-27,160.032,/grp/hst/cos2/cosmo/11897/lbb915eyq_x1d.fits.gz
120,lbb915f4q,G130M,1327,FUVB,3,1,11897,WD0947+857,2010-09-27,420.032,/grp/hst/cos2/cosmo/11897/lbb915f4q_x1d.fits.gz
121,lbb915f4q,G130M,1327,FUVA,3,1,11897,WD0947+857,2010-09-27,420.032,/grp/hst/cos2/cosmo/11897/lbb915f4q_x1d.fits.gz
122,lbn120f3q,G160M,1623,FUVA,3,1,12424,WD1057+719,2010-11-01,584.032,/grp/hst/cos2/cosmo/12424/lbn120f3q_x1d.fits.gz
123,lbn120f3q,G160M,1623,FUVB,3,1,12424,WD1057+719,2010-11-01,584.032,/grp/hst/cos2/cosmo/12424/lbn120f3q_x1d.fits.gz
124,lbn120ezq,G160M,1577,FUVB,3,1,12424,WD1057+719,2010-11-01,413.024,/grp/hst/cos2/cosmo/12424/lbn120ezq_x1d.fits.gz
125,lbn120ezq,G160M,1577,FUVA,3,1,12424,WD1057+719,2010-11-01,413.024,/grp/hst/cos2/cosmo/12424/lbn120ezq_x1d.fits.gz
126,lbn101ijq,G130M,1327,FUVA,3,1,12424,WD0947+857,2010-11-02,481.024,/grp/hst/cos2/cosmo/12424/lbn101ijq_x1d.fits.gz
127,lbn101ihq,G130M,1291,FUVA,3,1,12424,WD0947+857,2010-11-02,416.0,/grp/hst/cos2/cosmo/12424/lbn101ihq_x1d.fits.gz
128,lbn101i2q,G140L,1105,FUVA,3,1,12424,WD0947+857,2010-11-02,250.016,/grp/hst/cos2/cosmo/12424/lbn101i2q_x1d.fits.gz
129,lbn101ijq,G130M,1327,FUVB,3,1,12424,WD0947+857,2010-11-02,481.024,/grp/hst/cos2/cosmo/12424/lbn101ijq_x1d.fits.gz
130,lbn101ihq,G130M,1291,FUVB,3,1,12424,WD0947+857,2010-11-02,416.0,/grp/hst/cos2/cosmo/12424/lbn101ihq_x1d.fits.gz
131,lbn121ctq,G160M,1623,FUVB,3,1,12424,WD1057+719,2010-11-29,584.0,/grp/hst/cos2/cosmo/12424/lbn121ctq_x1d.fits.gz
132,lbn121clq,G160M,1577,FUVA,3,1,12424,WD1057+719,2010-11-29,413.024,/grp/hst/cos2/cosmo/12424/lbn121clq_x1d.fits.gz
133,lbn121clq,G160M,1577,FUVB,3,1,12424,WD1057+719,2010-11-29,413.024,/grp/hst/cos2/cosmo/12424/lbn121clq_x1d.fits.gz
134,lbn121ctq,G160M,1623,FUVA,3,1,12424,WD1057+719,2010-11-29,584.0,/grp/hst/cos2/cosmo/12424/lbn121ctq_x1d.fits.gz
135,lbn102zvq,G130M,1327,FUVB,3,1,12424,WD0947+857,2010-12-04,481.024,/grp/hst/cos2/cosmo/12424/lbn102zvq_x1d.fits.gz
136,lbn102ztq,G130M,1291,FUVA,3,1,12424,WD0947+857,2010-12-04,416.032,/grp/hst/cos2/cosmo/12424/lbn102ztq_x1d.fits.gz
137,lbn102ztq,G130M,1291,FUVB,3,1,12424,WD0947+857,2010-12-04,416.032,/grp/hst/cos2/cosmo/12424/lbn102ztq_x1d.fits.gz
138,lbn102zvq,G130M,1327,FUVA,3,1,12424,WD0947+857,2010-12-04,481.024,/grp/hst/cos2/cosmo/12424/lbn102zvq_x1d.fits.gz
139,lbn102zkq,G140L,1105,FUVA,3,1,12424,WD0947+857,2010-12-04,250.016,/grp/hst/cos2/cosmo/12424/lbn102zkq_x1d.fits.gz
140,lbn122ccq,G160M,1577,FUVA,3,1,12424,WD1057+719,2010-12-20,413.024,/grp/hst/cos2/cosmo/12424/lbn122ccq_x1d.fits.gz
141,lbn103ayq,G130M,1291,FUVA,3,1,12424,WD0947+857,2010-12-20,416.0,/grp/hst/cos2/cosmo/12424/lbn103ayq_x1d.fits.gz
142,lbn103ayq,G130M,1291,FUVB,3,1,12424,WD0947+857,2010-12-20,416.0,/grp/hst/cos2/cosmo/12424/lbn103ayq_x1d.fits.gz
143,lbn122ccq,G160M,1577,FUVB,3,1,12424,WD1057+719,2010-12-20,413.024,/grp/hst/cos2/cosmo/12424/lbn122ccq_x1d.fits.gz
144,lbn103b0q,G130M,1327,FUVA,3,1,12424,WD0947+857,2010-12-20,481.024,/grp/hst/cos2/cosmo/12424/lbn103b0q_x1d.fits.gz
145,lbn103b0q,G130M,1327,FUVB,3,1,12424,WD0947+857,2010-12-20,481.024,/grp/hst/cos2/cosmo/12424/lbn103b0q_x1d.fits.gz
146,lbn122ciq,G160M,1623,FUVB,3,1,12424,WD1057+719,2010-12-20,584.032,/grp/hst/cos2/cosmo/12424/lbn122ciq_x1d.fits.gz
147,lbn122ciq,G160M,1623,FUVA,3,1,12424,WD1057+719,2010-12-20,584.032,/grp/hst/cos2/cosmo/12424/lbn122ciq_x1d.fits.gz
148,lbn103afq,G140L,1105,FUVA,3,1,12424,WD0947+857,2010-12-20,250.016,/grp/hst/cos2/cosmo/12424/lbn103afq_x1d.fits.gz
149,lbn104t3q,G140L,1105,FUVA,3,1,12424,WD0947+857,2011-01-27,250.016,/grp/hst/cos2/cosmo/12424/lbn104t3q_x1d.fits.gz
150,lbn104tgq,G130M,1327,FUVB,3,1,12424,WD0947+857,2011-01-27,481.024,/grp/hst/cos2/cosmo/12424/lbn104tgq_x1d.fits.gz
151,lbn104t7q,G140L,1280,FUVB,4,1,12424,WD0947+857,2011-01-27,250.016,/grp/hst/cos2/cosmo/12424/lbn104t7q_x1d.fits.gz
152,lbn104t7q,G140L,1280,FUVA,4,1,12424,WD0947+857,2011-01-27,250.016,/grp/hst/cos2/cosmo/12424/lbn104t7q_x1d.fits.gz
153,lbn104tgq,G130M,1327,FUVA,3,1,12424,WD0947+857,2011-01-27,481.024,/grp/hst/cos2/cosmo/12424/lbn104tgq_x1d.fits.gz
154,lbn104teq,G130M,1291,FUVB,3,1,12424,WD0947+857,2011-01-27,416.032,/grp/hst/cos2/cosmo/12424/lbn104teq_x1d.fits.gz
155,lbn104teq,G130M,1291,FUVA,3,1,12424,WD0947+857,2011-01-27,416.032,/grp/hst/cos2/cosmo/12424/lbn104teq_x1d.fits.gz
156,lbn124doq,G160M,1577,FUVA,3,1,12424,WD1057+719,2011-02-21,413.024,/grp/hst/cos2/cosmo/12424/lbn124doq_x1d.fits.gz
157,lbn105dcq,G130M,1327,FUVB,3,1,12424,WD0947+857,2011-02-21,480.992,/grp/hst/cos2/cosmo/12424/lbn105dcq_x1d.fits.gz
158,lbn105dcq,G130M,1327,FUVA,3,1,12424,WD0947+857,2011-02-21,480.992,/grp/hst/cos2/cosmo/12424/lbn105dcq_x1d.fits.gz
159,lbn105daq,G130M,1291,FUVB,3,1,12424,WD0947+857,2011-02-21,416.032,/grp/hst/cos2/cosmo/12424/lbn105daq_x1d.fits.gz
160,lbn105d4q,G140L,1105,FUVA,3,1,12424,WD0947+857,2011-02-21,250.016,/grp/hst/cos2/cosmo/12424/lbn105d4q_x1d.fits.gz
161,lbn105d6q,G140L,1280,FUVB,4,1,12424,WD0947+857,2011-02-21,250.048,/grp/hst/cos2/cosmo/12424/lbn105d6q_x1d.fits.gz
162,lbn105daq,G130M,1291,FUVA,3,1,12424,WD0947+857,2011-02-21,416.032,/grp/hst/cos2/cosmo/12424/lbn105daq_x1d.fits.gz
163,lbn124doq,G160M,1577,FUVB,3,1,12424,WD1057+719,2011-02-21,413.024,/grp/hst/cos2/cosmo/12424/lbn124doq_x1d.fits.gz
164,lbn105d6q,G140L,1280,FUVA,4,1,12424,WD0947+857,2011-02-21,250.048,/grp/hst/cos2/cosmo/12424/lbn105d6q_x1d.fits.gz
